Job Title,Company Name,Company Location,Job Type,Posted date,Experience,Requirements
web developer and PHP,souq.co,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · HTML · JavaScript · PHP · MySQL · Information Technology (IT) · Git Computer Science · Angular · Software Development
Security Supervisor,Millennium Central Kuwait Downtown Hotel,"Kuwait City, Kuwait",Full Time,2024-08-16,Experienced,IT/Software Development · Legal · Engineering - Telecom/Technology · Security · Information Technology (IT) Computer Science · Engineering · CISSP · CISM · Computer Engineering
Senior Front End Developer,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Agile · AJAX · Angular Computer Science · CSS · Engineering · HTML · Information Technology (IT)
Software Business Analyst,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · analytical · Business Analysis · Communication · Communication skills Computer Science · Development
IT Manager,Alex form,"Alexandria, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · ERP · Management · Engineering Computer Science · Software · Computer Engineering
Research And Development Engineer,International Food & Consumable Goods Egypt S.A.E,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Operations/Management · Manufacturing/Production · Research · Business Development · Research Development · Analysis · Design Data Analysis · R&D
Station Manager (potatoes - oranges),Confidential,"Ameria, Alexandria, Egypt",Full Time,2024-09-04,Manager,Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Agriculture · Engineering
Digital Product Manager,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Project/Program Management · Media/Journalism/Publishing · business Computer Science · Project Management · Market Research · Management · Product · software
IT Manager,The Translation Gate,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Information Technology (IT) · Linux · IT · DevOps · Computer Engineering · Networking · AWS · Linux Operating System · Project Management
Full Stack Developer,Knowledge bridge Solutions,"Heliopolis, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · Full Stack · HTML · CSS · React · React.js · Express.js · PostgreSQL · next.js
Senior Full Stack Developer,SmartTech Systems,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Angular · .Net · Entity Framework · SQL · Information Technology (IT) · JavaScript · Software Computer Science
Senior PHP Developer ( Team lead ),Obeikan Digital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Agile · Software Development · Angular · APIs · CSS · Engineering · HTML
Senior Node JS Developer,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · APIs Computer Science · CSS · Engineering · HTML · Information Technology (IT)
IT Manager,Skywalk Developments,"Giza, Egypt",Full Time,2024-09-05,Manager,IT/Software Development · Information Technology (IT) · Network Infrastructure · Network Security · Computer Engineering
Software Quality Control Engineer,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · Agile Computer Science · Engineering · quality · Quality Assurance · Quality Control Science
Senior Procurement Officer,Zewail City,"6th of October, Giza, Egypt",Full Time,2024-09-04,Experienced,Purchasing/Procurement · Procurement · Purchasing · Communication · English · Microsoft Office
Oracle Fusion Developer,The IT Gigs,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Fusion · Oracle · Oracle Fusion · SQL · PLSQL · APEX · BI · Communication skills
Web Developer - Full Stack,EEC Group,"Sheraton, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · jQuery · PHP · Software Development · Web Development · HTML · JavaScript
Senior Oracle Techno Functional Consultant (SCM/MFG Discrete),idaco,"Giza, Giza, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · SCM · Techno-Functional Consultant Computer Science · Oracle E-Business Suite · Oracle e-Business · Information Technology (IT)
IT Specialist,Rotografia,"6th of October, Giza, Egypt",Full Time,2024-09-14,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Systems Computer Science · Troubleshooting · Information Technology (IT) · Technical Support · Computer Engineering · Systems
Technical Support Specialist,GPS,"10th of Ramadan City, Sharqia, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · CCNA Computer Science · English · Technical Support · MCSA · Software · Hardware Maintenance · IT
IT Specialist (Suez),Ibn Sina Pharma,"Suez, Suez, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · CCNA · computer Computer Science · Engineering · English · Information Technology (IT) · Maintenance · MCSA
Sharepoint Developer,Confidential,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Sharepoint · Software · Information Technology (IT) · CSS · JavaScript · REST · jQuery
IT support for Empower & LIMS Engineer,ElMehy Engineering Company,"Heliopolis, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Engineering · Information Technology (IT) · SQL · Technical Support · Vmware · Microsoft · MCSE
Internal Auditor and Quality Assurance,The Design Hub,"New Cairo, Cairo, Egypt",Full Time,2024-08-22,Experienced,Quality · Auditing · Engineering · Finance · Administration · Microsoft Office · Quality Assurance · Quality Control · Risk Management · Management
PLSQL Oracle Developer,DIRAC SYSTEMS,"Heliopolis, Cairo, Egypt",Full Time,2024-08-27,Experienced,IT/Software Development · Oracle developer · SQL · Jasper · PostgreSQL · MySQL · HTML · XHTML · javaScript · CSS
Network Engineer,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · CCNP · Cisco · Information Technology (IT) · Network · Network Administration · Engineering · Software Development Computer Science
IT Help Desk,Eagle Chemicals,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · MCSA · CompTIA A+ · CompTIA n+ · Firewall · VPN · VMware vSphere
Site Reliability Engineer,Citylogix ME,"New Cairo, Cairo, Egypt",Full Time,2024-08-24,Experienced,IT/Software Development · Engineering - Telecom/Technology · AWS · Information Technology (IT) · System Admin · System Administration · PostgreSQL · Docker · Node.js
Dispensing Raw Material,Macro Group,"Badr City, Cairo, Egypt",Full Time,2024-09-02,Experienced,R&D/Science · Pharmaceutical · Raw Materials · Dispensing · chemist · material
Marketing Executive,Universal Education,"Cairo, Egypt",Full Time,2024-08-27,Entry Level,Marketing/PR/Advertising · Media/Journalism/Publishing · Market Research · Communication · Communication skills · digital marketing · Marketing · media · Social Media · SEO
Product Manager - EPM/AI/ML,Azdan Business Analytics,"Cairo, Egypt",Full Time,2024-08-26,Manager,IT/Software Development · Oracle EPM · EPM · Hyperion · Oracle Hyperion
Senior Financial Analyst,Al Ahly Medical Company,"Giza, Giza, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · Medical/Healthcare · Analyst/Research · Accounting · analytical · Analysis · Business Analysis Computer Science · Finance · Financial
AX Developer,Allamna Integrated Solutions,"Nasr City, Cairo, Egypt",Full Time,2024-09-04,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Ax · Information Technology (IT) · ERP · ERP System · ERP Applications · Dynamics AX · MS Dynamics AX · Microsoft Dynamic AX
Laboratory Quality Control Specialist,El Negma Pasta Factory,"Shubra, Cairo, Egypt",Full Time,2024-08-19,Experienced,Quality · Analysis · Microsoft Office · quality · Quality Control · Manufacturing · Testing
IT Support Specialist,United Elite Company,"Cairo, Egypt",Full Time,2024-09-03,Experienced,Banking · IT/Software Development · Engineering - Telecom/Technology · IT · Information Technology (IT) · Communication skills · ERP · Voip Systems · Software
Cost estimator - construction,Mobica,"Dokki, Giza, Egypt",Full Time,2024-08-22,Experienced,Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Estimation · Engineering · Cost Estimation · Construction · Communication · English
Odoo Developer Analyst,DABBAGH Group,"Istanbul, Turkey",Part Time,2024-09-05,Experienced,IT/Software Development · Odoo · Odoo Modules
Financial references,Economic Group,"New Cairo, Cairo, Egypt",Full Time,2024-09-04,Experienced,Accounting/Finance · Banking · Accounting · Account Management · Financial Accounting · Accounts Receivable · Accounts Payable · Cost Accounting · Treasury Accounting · Accounting Reports
Odoo Implementation Consultant,IT Systems Corporation,"6th of October, Giza, Egypt",Full Time,2024-09-03,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Odoo · ERP · Implementation · Implementing
Production and Planning Manager,Circle K,"New Cairo, Cairo, Egypt",Full Time,2024-09-03,Manager,Manufacturing/Production · Production Planning · Production · Planning
Senior Full Stack ASP.NET Developer,OrobaSoft,"Cairo, Egypt",Full Time,2024-08-15,Experienced,IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Microservice Architecture · ASP.NET Core · JavaScript · Front-End Development · HTML · CSS
